rollcall_id,true_midpoint1D,true_midpoint2D,true_spread1D,true_spread2D,dim2_oriented
0,0.542368301506645,0.05870248992131417,-0.47654332570969316,-0.05157801386407178,False
1,0.06453826061339767,0.09285808799131942,0.33837922700823636,0.4868623315429521,False
2,0.17617533785284975,-0.17707237604401072,0.24266722765152354,-0.24390282494680665,False
3,0.013569409889927853,-0.017570744789695062,0.36222247947067376,-0.469034305507563,False
4,-0.22067340227791601,-0.05662190718058862,0.38592072699977115,0.09902220819401907,False
5,0.26242990961854196,0.7082577240363789,0.2845860980446409,0.7680538486884804,False
6,-0.00019123697318111624,0.002161378823665893,-0.04870698985096464,0.5504911245833286,True
7,0.25055174388421636,0.2754723087512158,0.41259182848622267,0.45362934539185756,False
8,0.021651455429047388,-0.047933655662509116,-0.25405081818597297,0.5624372218122484,False
9,0.2873195658292933,0.02265294156006711,0.25185073118881063,0.019856496298863036,False
10,-0.02479400285643441,0.02224345880431547,0.6451486993893468,-0.5787826435536816,False
11,0.1272394500263674,-0.4461649373246355,0.20669184765506232,-0.7247646483494217,False
12,-0.07072560841347741,0.15704773872892466,0.34662620298943925,-0.7696909589725243,False
13,0.0903769445734868,0.04401104344479798,-0.3655905706102976,-0.17803237940905672,False
14,0.14880594062347977,-0.14818720398987573,-0.5085236913981,0.506409244652189,False
15,-0.00509213782339497,0.05373588472613581,-0.04199105612452686,0.4431196934752046,True
16,-0.1204668057839968,0.1423008588038799,-0.5653551026013227,0.6678231078325078,False
17,0.10864514958411381,0.1439382253729969,0.36713262692377996,0.4863946434628719,False
18,-0.13677640738577646,-0.5040793548650918,0.2169866904379756,0.7996884332674798,True
19,-0.015348431046741627,-0.07705120903729673,0.13476294755714985,0.6765283051463811,False
20,-0.06274807855254064,0.05311236596784552,0.676950987740986,-0.572997124893444,False
21,-0.15462338497410197,-0.16190103657618582,-0.2334131044148761,-0.2443991480432496,False
22,0.16101849380336164,0.2864317878079742,0.40890371815767557,0.7273886388247023,False
23,0.10416547529405115,-0.09110450283981468,-0.4809085378822412,0.4206089698290457,False
24,-0.028681248226191277,-0.23300035481657047,0.05102441066145313,0.4145114499433953,False
25,0.14392746108191465,-0.10979122161969668,-0.6441803587567206,0.49139579062721267,True
26,-0.19372459430045763,-0.4700180419770015,0.15645533644741064,0.3795947084540686,True
27,0.21256481881935374,-0.32368379416011783,-0.15115765231063633,0.23017582442851497,False
28,-0.29743535295920337,0.11368248507791977,0.5011059630369814,-0.19152723641840222,False
29,-0.08846704909885625,-0.44494924825024373,0.07756497019180458,0.3901167217506095,True
30,0.03973914064561438,-0.017536303928610934,-0.5432205493971771,0.2397153159261185,False
31,0.4995736219843142,-0.20133343894506955,-0.3641991772356553,0.14677610984056652,False
32,-0.24199559498234383,-0.4014685192758461,-0.20465305541466255,-0.3395175814195991,False
33,-0.14358793612715479,0.019899438944297385,0.6749665636883704,-0.0935416740837104,False
34,0.34197519983607777,-0.49369773657567917,0.4193552890013511,-0.6054086878236983,False
35,-0.023659323259378702,-0.04654351792047524,-0.3514999846276455,-0.6914840992790596,False
36,0.004729386431526711,-0.11825626927567505,0.011130962854275358,-0.27832492854000124,False
37,0.11331420870397897,0.04464351829041751,-0.4161938842481034,-0.16397201636318423,False
38,0.039300149540507694,0.0031149816484969737,0.527791092664124,0.04183341761064641,False
39,-0.4826871219030187,0.0415062209400989,-0.7591770695046334,0.06528156594541841,False
40,-0.11256311409840197,0.0031394486161695767,0.32315526781141823,-0.009012982329642823,False
41,0.18793717746905994,0.1228522560978962,-0.40376064393840455,-0.2639334414796054,False
42,-0.004731803252860788,0.2693759703215083,-0.00477202779389105,0.2716659059320418,False
43,-0.30765994517616446,0.33702849555442604,-0.24391021862973183,0.2671933585246519,False
44,-0.6862398452396561,-0.23811542590297352,0.8239346714793839,0.2858935641474213,False
45,0.20083801254638758,-0.39106733630448665,0.11600071915646346,-0.22587403487397711,False
46,0.006818325435979968,-0.2518067031921569,0.009215382598560263,-0.3403321141805132,False
47,0.05981909779828768,-0.08779856671117006,-0.4689361107216433,0.6882738108037693,False
48,-0.0006633108931625525,-0.16662395780416073,0.001382333337388286,0.3472426791939105,False
49,-0.6408467054591664,0.28521625016057733,0.43438667034672984,-0.19332881979515373,False
50,0.02352690345914423,0.04724282663368714,0.32157812897632393,0.6457398791471285,True
51,-0.07267909349971063,0.03781978696394409,-0.6476673505049848,0.33702458355095144,False
52,-0.033126569591694514,0.10758834925946766,-0.1424998205614954,0.46281038613263187,True
53,-0.010268911786493546,-0.06656594107456762,0.09540080773347555,0.618414558240268,False
54,-0.017147569801274097,0.09817889355643786,-0.14718251128222976,0.8426976111491654,True
55,-0.003228702392357476,-0.004898246246185671,0.45071612704594016,0.6837789022066317,False
56,-0.03653896183735612,0.2133086417931724,0.07247744541584052,-0.42311178711393815,False
57,0.5982731275074525,-0.058625847906772804,0.31894337522669913,-0.03125382863979682,False
