coord1D,coord2D,legislator_id
-0.6151124784206872,0.10536718372892422,1
-0.6909851540354375,-0.026629981799021145,2
-0.8042696260066413,-0.27152176632629427,3
-0.8089159401984357,-0.21530847403034328,4
-0.8339732610795821,-0.2120481986419863,5
-0.6650948542682388,-0.02517689823333768,6
-0.5876470067832656,0.15619880066092934,7
-0.2158424161420997,0.40885872770514115,8
-0.5424179158744795,0.17568052873563542,9
-0.6386525892414752,0.06341413294318532,10
-0.8073863405585642,-0.16701631703831235,11
-0.7428488988508413,-0.08063749133217776,12
-0.8452346778102611,-0.2533615841377893,13
-0.7231208378133952,-0.019560923024430178,14
-0.702605660187276,0.006597386101540996,15
-0.49289848078693854,0.24798850890400587,16
-0.6124295129968552,0.11949734313215658,17
-0.46401881924057364,0.22248846133836697,18
-0.04324240971430554,0.3831334433951576,19
-0.6273526214328178,0.09859952455329551,20
-0.7999039471556193,-0.22132544859515796,21
-0.8015284026367816,-0.2513424211701133,22
-0.744099236448183,-0.13526605848511258,23
-0.7854168498639257,-0.12451949856281293,24
-0.805671179554497,-0.20366520101679553,25
-0.85,-0.24437817699190909,26
-0.5728839397520478,0.1936407328284459,27
-0.5226411678168996,0.2124474749724402,28
-0.6962323816127775,-0.00023554460318477488,29
-0.7576420633743589,-0.09008612854375721,30
-0.7900329162507791,-0.13959493175410287,31
-0.8148116106195668,-0.2824808331434398,32
-0.5591249289601133,0.17840066038519986,33
-0.6574948104568281,0.043576537428527407,34
-0.7349028438070074,-0.04423302218491544,35
-0.629142408975068,0.09670665354272945,36
-0.7339651087769218,-0.06521979857785844,37
-0.8040268229443455,-0.24023687103046037,38
-0.5240972737722145,0.18015714523605755,39
-0.82141338430956,-0.18390607398621486,40
-0.8146346291585448,-0.18082538180158844,41
-0.7230635144944276,-0.05679959424937369,42
-0.460726925554582,0.15895210782074806,43
-0.4180269694161894,0.27331858132773496,44
-0.010127980467541813,0.4276214365221568,45
-0.8384907224896121,-0.2698292767571831,46
-0.8243034026892245,-0.25822918311722864,47
-0.530087669095837,0.18081672936473916,48
-0.8344812785230609,-0.25583482921692985,49
-0.20985841431231095,0.3546061531855987,50
-0.3080535825061601,0.3400041567999977,51
-0.7057392858770623,-0.005015729664133149,52
-0.7804312425459506,-0.19459483466205646,53
-0.6991731182392259,0.04706611339170653,54
-0.8148361998979002,-0.28760584605594913,55
-0.591505495921015,0.09836830175703735,56
-0.6233138326498384,0.1264862836246657,57
-0.7995658885657019,-0.177737488534692,58
-0.5838717077343268,0.0741961748596954,59
-0.6467562548670858,0.055894120201978786,60
-0.2803936341940363,0.36152548985475513,61
-0.812032260647145,-0.18544558375504105,62
-0.7226483827685447,-0.07107880540897928,63
-0.3413179219267998,0.33216897091245307,64
-0.7625883414361182,-0.07529284997779723,65
-0.80839818947113,-0.15736719351175213,66
-0.7058923995058769,0.022929542112294924,67
-0.5402575675251441,0.19962444388338807,68
-0.8047366655786865,-0.16809726975758849,69
-0.7767999421165126,-0.1654336461566295,70
-0.6436193497684737,0.10854548609160689,71
-0.4516726634472634,0.22038075205169602,72
-0.20950668826937122,0.40884044102883477,73
-0.8380071049470725,-0.22753991534895865,74
-0.30770470049571746,0.3507229070567926,75
-0.8121934766298519,-0.21196819290482039,76
-0.8250749109156391,-0.20677929469003345,77
0.8053574413861323,-0.1905583727907834,78
0.7584107284730013,-0.10571816363732421,79
0.7609989071228728,-0.15220646315091957,80
0.7221686929965426,-0.06895972024792042,81
0.7741873444855594,-0.1420705533030405,82
0.6041739622878346,0.07489638189982233,83
0.5244120678521046,0.15233599486121055,84
0.44250441827714565,0.263868682529832,85
0.692819701623211,-0.011526591938489029,86
0.6245117667495058,0.060732544761714274,87
0.765281135757918,-0.14736208559235142,88
0.7790521638903998,-0.15889137227313438,89
0.6962404855185292,-0.017652535942633364,90
0.5093933944521217,0.15326885864949133,91
0.7137573181230324,-0.07542715139348911,92
0.5361837440410315,0.156376897300381,93
0.7299366791951845,-0.05990417668261394,94
0.2431509461285575,0.3588794335593212,95
0.7907873149330436,-0.17367489220522833,96
0.7646040785517495,-0.13498799949983065,97
0.757974711592604,-0.13484979672749783,98
0.7826477454961673,-0.19267297871525427,99
0.4086707918503053,0.2576034523683231,100
0.8024892781687623,-0.15297930844472912,101
0.22787792248903863,0.3629253249303189,102
0.8072213064681321,-0.19882977872631435,103
0.515524663221005,0.1253439236265389,104
0.5104885341946779,0.13694709569898939,105
0.6067573732057789,0.08757542060258688,106
0.4404542332583207,0.20873565172091527,107
0.8062600761562534,-0.22117949060766243,108
0.8054222095128697,-0.236555889380863,109
0.35404975118146564,0.28425794550399347,110
0.584894707685705,0.0338367335828112,111
0.7125743424966112,-0.023085516774992716,112
0.7933829396303829,-0.18768309922243695,113
0.7533061368244659,-0.11182487676229363,114
0.6932258650134926,-0.01883318872148614,115
0.48757176942210784,0.19779992525100012,116
0.768045990977177,-0.09240721911617815,117
0.7494917963703799,-0.09709916335115068,118
0.7966542140235737,-0.16947189367840673,119
0.7585040015003681,-0.16234181595282007,120
0.7278012149722206,-0.07505609857412814,121
0.24687881901427197,0.3206030094746282,122
