legislator_id,true_d1,true_d2
1,-0.347431430472985,-0.22053251786881117
2,-0.4561469327150853,-0.8560548906317978
3,-0.9130094385582401,-0.3275877975498587
4,-0.6423979173075118,0.5034781710783823
5,-0.6871301154781793,-0.13313488760446635
6,-0.3886022266360131,0.06184714255183016
7,-0.30649027195065387,-0.012081167525218818
8,-0.0920310151262193,-0.38129164377607727
9,-0.28219683678077756,0.21890832255325413
10,-0.3589612284260939,0.13540227995427342
11,-0.6010289783814191,-0.19858584903158016
12,-0.47076772226946717,0.1782958021973111
13,-0.6652527233641259,0.01594472937337531
14,-0.409673595374845,0.18886281979622252
15,-0.4268843304769454,-0.3173932873200607
16,-0.23777218300189007,-0.46964247335593057
17,-0.3076173840887778,0.24621412462592274
18,-0.22638779705163378,0.23674420077463953
19,-0.016339875960482197,0.5787423612800987
20,-0.3584291078888202,-0.06596490260758844
21,-0.6467622190233157,0.41285176413608743
22,-0.8693275006219516,-0.4303134864983793
23,-0.5242056134142907,0.24259614520547204
24,-0.5030727040866386,-0.042734888608210155
25,-0.5875894727386912,-0.017811669984172263
26,-0.727616552911363,0.08182866611843542
27,-0.3079752470464868,0.056787051259153266
28,-0.26852452251059566,-0.32760715583217015
29,-0.41482034343876156,0.23733933601714866
30,-0.489542653355318,-0.5080082537572234
31,-0.5239543321245482,-0.1817815945883222
32,-0.7609417387118912,0.4559462660685375
33,-0.31060878824895544,-0.20918464624041438
34,-0.3342945460018278,-0.17372052009073075
35,-0.4669641384461604,-0.26959626862622366
36,-0.3566352146105891,-0.39850242996365615
37,-0.4932342500017708,-0.8352364782654015
38,-0.7306105811972698,0.48254673069308995
39,-0.28980102541921327,0.38246231080756105
40,-0.6111918870866657,0.047037475754391794
41,-0.6159068047981828,-0.30442505505035306
42,-0.4518093454532094,-0.10158374032522839
43,-0.26379548615089593,0.9334409148341487
44,-0.19586633192710706,0.06071496250548604
45,-0.0045659497551416295,-0.40889092424209006
46,-0.7601799873793338,0.2270713585031687
47,-0.7554182481183597,0.03256972870563657
48,-0.2729671317486581,-0.49789958934479045
49,-0.7708257807711776,-0.22667041991369669
50,-0.09936705171469612,0.28754324439891454
51,-0.12762219702855404,0.3198552804002714
52,-0.41132818999578596,0.10703381887170667
53,-0.5979206038990326,0.0016138565255492511
54,-0.4100535584461072,-0.3545192902729173
55,-0.9591070391028015,-0.14496098628064533
56,-0.3342853795335705,0.013951195209689524
57,-0.3394823816671345,-0.2967487916976605
58,-0.5623949575329303,0.6259373795796688
59,-0.3223824985266508,0.5826655914246479
60,-0.4001778347355487,-0.8446373180666117
61,-0.1371314892317561,-0.5251306233843754
62,-0.5961047815796539,-0.3497399137745305
63,-0.47015837517619063,-0.6506632088184393
64,-0.14500747073022674,-0.11565397061820581
65,-0.5396165034702778,-0.17297542464887505
66,-0.5896715398922577,0.1560218469130463
67,-0.4101654516987333,0.028803122018038408
68,-0.3020699783515655,-0.3503182089751315
69,-0.6510229504064721,-0.14115752817549548
70,-0.5878701106069112,-0.12978934244478244
71,-0.3461728610266527,0.0015653718526188025
72,-0.22885807631091468,0.6616869315489085
73,-0.10354007033484869,0.3591384703834198
74,-0.7066904464874264,-0.36090788810758667
75,-0.14084234620950986,0.19735396934971636
76,-0.6956560585388709,0.10981610439956889
77,-0.6687172932890103,-0.2216340906365991
78,0.7331123581745316,0.48232749925828816
79,0.5605683370713231,-0.2948706099459186
80,0.5952491005656415,0.1039709561124943
81,0.47717068407148194,0.38834210011150794
82,0.6247367743691684,0.13411593954930903
83,0.346801760501096,0.46609820124422274
84,0.28990329704821644,-0.24680414246268603
85,0.2236195559648131,-0.33957718247715796
86,0.41227341963580844,-0.11777258329645746
87,0.3524211313477316,-0.26792991952751904
88,0.5696379187849181,-0.15229427755932487
89,0.5858917333110947,0.22889971764002595
90,0.4388942930329054,-0.573044859028947
91,0.26275035151025194,0.6873182799437056
92,0.47974689769477974,0.715833394861807
93,0.3028613685708669,-0.6584261141630117
94,0.47249145741555054,0.09601989918199111
95,0.13040347484241555,-0.8201045274348824
96,0.7899817734256891,0.26452325473106986
97,0.5957266538663043,0.16381557058538765
98,0.6417998631758054,-0.13197192039160255
99,0.8546708042119016,0.0001166130368399064
100,0.21410071252799093,-0.030295507643028487
101,0.7163693618527378,0.17867268835164246
102,0.10987969242373435,-0.552956183645054
103,0.6959462774401832,0.2758016295445149
104,0.29062327647760383,-0.021142426374709648
105,0.27287926126613515,0.13780584254334657
106,0.3437520195940059,-0.21922514901474288
107,0.20672890103965,0.46840928346452126
108,0.7866994520389342,-0.3900301006988089
109,0.8778400752333558,0.28390642424409884
110,0.16574407794735946,-0.1981475637104283
111,0.3484854672620721,0.6975536109559113
112,0.4690315074075013,-0.11964743147500512
113,0.7309700263782541,0.492751031082485
114,0.5857190425307363,0.2074587478358849
115,0.4354542738285351,0.11038395385984862
116,0.2643555871691754,0.09864851028989297
117,0.4989602267149611,0.12511826585603347
118,0.5106408743943746,-0.1429263881869017
119,0.6342118439245997,0.12044171620108474
120,0.7289255475513444,0.35995772900042927
121,0.5321256882712606,-0.48148578409643933
122,0.10615830679547106,0.3054602652522251
123,0.5493650714133116,0.6308812720010716
124,0.547422647872799,0.5537080811804704
125,0.8374125282769049,0.36287781705523886
126,0.5915002612102311,-0.4175495406711198
127,0.3590156173055031,-0.08810818323000535
128,0.4675764091709131,0.2808821927952619
129,0.05311007666246953,0.6057416808384959
130,0.39591196377476157,0.23802090697209974
131,0.6303921963433854,-0.08912917302827533
132,0.40510424653623145,0.19007438573253924
133,0.8957565384229561,-0.1630065868558256
134,0.44020551330977953,0.031630427021595804
135,0.5265922896435234,-0.41422250152715306
136,0.8831569804783225,0.40116548684104436
137,0.35228920253720825,-0.6211661014156312
138,0.6821919058430923,0.3079086922500368
139,0.4480223455820575,-0.22302628580093153
140,0.4249461243448553,0.490836429564245
141,0.7230009137423405,-0.3514277953593249
142,0.6794129432989411,0.41325033399148153
143,0.3971864022505112,0.23405453745814353
144,-0.05369263741938307,-0.4187303223032875
145,0.3400921199393798,-0.2001241400899597
146,0.7032095764113349,-0.1483754301575705
147,0.296081190362478,-0.9237077074018264
148,0.11688549979879392,-0.8640397782104465
149,0.11230709841548842,-0.046644239602040706
150,0.22132756371721768,-0.6015148484467868
151,0.5382078217780072,0.4968806234032168
152,0.462694575068726,-0.4345576537902631
153,0.5034557328941548,0.10085360784658703
154,0.5020784067237009,0.46327724762776035
155,0.2683714712917938,0.22459951871247186
