coord1D,coord2D,legislator_id,legislator_name,party
-0.450726896524429,-0.13941054046154,99903,JOHNSON (D USA),D
0.237841591238976,0.702093839645386,8764,SPARKMAN (D AL),D
0.379903525114059,0.834762275218964,4418,HILL (D AL),D
-0.731395840644836,0.681953132152557,3864,GRUENING (D AK),D
-0.433412730693817,0.487896263599396,486,BARTLETT (D AK),D
0.0208285506814718,0.847696721553802,4227,HAYDEN (D AZ),D
0.834000170230865,-0.232692435383797,10804,FANNIN (R AZ),R
0.0406514294445515,0.648822009563446,3388,FULBRIGHT (D AR),D
0.635397434234619,0.557384788990021,6151,MCCLELLAN (D AR),D
-0.0713816955685616,-0.566311001777649,5372,KUCHEL (R CA),R
0.682153463363647,-0.531617939472198,10814,MURPHY (R CA),R
0.47281339764595,-0.645768821239471,10514,DOMINICK (R CO),R
0.515940845012665,-0.485364824533463,142,ALLOTT (R CO),R
-0.286046713590622,0.287186652421951,2636,DODD (D CT),D
-0.477250337600708,-0.0760406255722046,7847,RIBICOFF (D CT),D
0.184235721826553,-0.828244209289551,823,BOGGS (R DE),R
0.903063714504242,-0.429506570100784,10163,WILLIAMS (R DE),R
0.257727921009064,0.547301232814789,8593,SMATHERS (D FL),D
0.501619696617126,0.542299747467041,4520,HOLLAND (D FL),D
0.895712673664093,0.444633185863495,8138,RUSSELL (D GA),D
0.685365974903107,0.728198885917664,9174,TALMADGE (D GA),D
-0.0910297706723213,-0.440318316221237,3255,FONG (R HI),R
-0.516212701797485,0.019593158736825,4812,INOUYE (D HI),D
-0.268726050853729,0.0504392012953758,1721,CHURCH (D ID),D
0.616274416446686,-0.508543908596039,10807,JORDAN (R ID),R
0.490365535020828,-0.432940691709518,2609,DIRKSEN (R IL),R
-0.143574655056,-0.989639520645142,11205,PERCY (R IL),R
-0.555383920669556,0.344327658414841,4154,HARTKE (D IN),D
-0.443633377552032,0.286653965711594,10800,BAYH (D IN),D
0.590534627437592,-0.47368249297142,10812,MILLER (R IA),R
0.789905250072479,-0.362896144390106,4382,HICKENLOOPE (R IA),R
0.481360048055649,-0.342962801456451,1510,CARLSON (R KS),R
0.232180431485176,-0.593872368335724,10817,PEARSON (R KS),R
-0.210660874843597,-0.834223449230194,2052,COOPER (R KY),R
0.242874711751938,-0.719846546649933,6745,MORTON (R KY),R
0.465135276317596,0.773114442825317,2901,ELLENDER (D LA),D
0.244962364435196,0.969532549381256,5767,LONG (D LA),D
-0.496035486459732,0.135309398174286,6831,MUSKIE (D ME),D
0.166626036167145,-0.304827272891998,8666,SMITH (R ME),R
-0.456377029418945,0.0845953598618507,1018,BREWSTER (D MD),D
-0.616667449474335,-0.0467201061546803,10824,TYDINGS (D MD),D
-0.519832134246826,-0.854268431663513,11201,BROOKE (R MA),R
-0.793069541454315,-0.180891916155815,10808,KENNEDY (D MA),D
0.0782293900847435,-0.996935367584229,3824,GRIFFIN (R MI),R
-0.88484525680542,-0.0359692387282848,4148,HART (D MI),D
-0.820465266704559,-0.0529225245118141,10813,MONDALE (D MN),D
-0.707174301147461,0.305564552545547,6134,MCCARTHY (D MN),D
0.800290942192078,0.599611818790436,8883,STENNIS (D MS),D
