rollcall_id,midpoint1D,midpoint2D,spread1D,spread2D
0,0.736391879489063,-0.005576914102935,-0.867678745908699,0.068418438253293
1,0.297125045194682,-0.167567289352489,0.979978644730764,0.222413447862224
2,0.352061374511147,0.361297352360403,0.291675295436138,0.171864326732444
3,0.196645867864083,-0.857011752551870,0.466701775689474,0.234036664147077
4,-0.419028751265528,-0.023807454124515,0.732828505343575,0.136449499630017
5,0.643907580389979,0.009901250173287,0.921548735513094,-0.784288254064792
6,0.493827912897236,-0.412060539350625,-0.058154504601131,-0.015904867118354
7,0.448765338274266,0.006294874426110,0.794961057801355,-0.758716171457881
8,-0.139459233756898,-0.273593986744223,-0.209603098596202,0.204289169616943
9,0.490065849783841,-0.023460362684913,0.462039737582789,0.416531241873299
10,-0.267180573297479,-0.907194793995848,0.879289251783212,-0.261354333236026
11,0.580055263048956,-0.046548846516427,0.588261447478441,1.186439860146565
12,-0.127639955787279,-0.071089661586082,0.992909350280727,-0.160738118307884
13,-0.007717616170708,-0.999970218756860,-0.395400234899729,0.174219808789413
14,0.164044340628751,-0.309490617463779,-1.053908227666820,0.336577871382913
15,0.373420737153042,0.524657370474181,-0.071239916692529,0.071167475570923
16,0.144557095851928,-0.712977398553095,-0.953689965596612,-1.070949428395533
17,0.212012262283702,-0.145599932544050,1.050264929890788,-0.720161395393464
18,-0.532004423409256,0.058123093786213,0.426873968721979,-0.469574076277814
19,-0.117614757336190,-0.993059297754545,0.149257846558132,0.029526231401902
20,-0.347688002021691,-0.893931988227412,0.905339182547816,-0.430470459785325
21,-0.306379938705153,0.276308354367014,-0.324993703987644,0.364893300074236
22,0.454836116285155,0.001148207604936,0.907607209365497,0.565261694255491
23,0.182015812430350,-0.054096710389198,-1.071506993286609,-0.120210310772156
24,0.025932165350662,-0.999663704852900,0.074730862401727,0.026299694967394
25,0.322192682161489,0.004172474035131,-0.927006602574217,0.491375362321814
26,-0.225814122851249,-0.357370462624357,0.162421735396691,0.204727937519351
27,0.645961152114315,-0.143474159180732,-0.328941577316654,-0.644230089911121
28,-0.499575649465595,-0.001996257130444,0.695425448198161,0.783107107783169
29,-0.599408232827690,0.015536084154640,0.237200300614830,-0.382332306869783
30,0.344314800758291,-0.511886386769425,-0.697211806080724,-0.501722175505192
31,0.644409879899295,-0.488035101313003,-0.567788868246610,0.318845826086039
32,-0.537578741746177,-0.038885213758286,-0.379147503783419,0.339677796113543
33,-0.355218495761212,-0.182283785537387,0.433887963357509,-0.100348608643220
34,0.602127893716224,0.014974735415028,1.149593073874436,-0.527161996090311
35,-0.093592545061117,-0.995610584269263,-0.358190782388491,0.060398704465897
36,0.663015499729256,-0.046452805367597,0.057860291457980,0.458807831122887
37,-0.080580100116255,-0.973970103156232,-0.510509575014696,0.290662700335487
38,0.090578220915260,-0.016780190846727,0.900269790523795,-0.016942538545860
39,-0.686603061128789,-0.222891627940399,-0.787488291650241,-0.379523811554784
40,-0.031012323191812,0.056521913065775,0.305019902539579,0.421247077745146
41,0.352087111607330,-0.002681351663086,-1.010306767575626,-0.055293554211912
42,0.980404785369482,-0.196993545134403,0.030000000000000,-0.308232510385087
43,-0.538496127845808,0.026298882800322,-0.389731068334757,-0.503972973140779
44,-0.895020483120919,-0.007089341199806,1.013891245740413,0.188613624720812
45,0.371071874239180,0.277167549133166,0.247366934463668,0.504951758354228
46,0.607174067300287,0.023876604668769,0.085314427558910,0.252051377392151
47,0.094164516320519,-0.660455236067090,-1.019435415863764,-0.224507058221855
48,0.921692497555022,-0.387921306389307,-0.018812035653193,-0.089107868906045
49,-0.859946207042950,-0.172789725819893,0.912236258249883,0.437342690876935
50,0.371032700650625,-0.614879829450819,0.411289513908063,0.288472458997260
51,-0.225932928300333,-0.054061024754254,-1.021443538467611,0.342758317650764
52,-0.296324351844649,-0.955087366948097,-0.157985183429334,-0.014971834683195
53,-0.624808697649498,-0.289997646592566,0.192856164292519,-0.383166196141012
54,-0.292764314101142,0.099367664726918,-0.113863273782018,0.090861397137738
55,-0.125979469742127,-0.528508120016296,1.060445924321823,-0.308916844920847
56,-0.576432620032903,0.073634556210918,0.160329854519714,0.037052878269958
57,0.737219310795097,0.006321310892569,0.889367030439925,0.142446981930946
58,0.057040573253272,0.345770751846079,0.072425218275343,0.144138015032560
59,-0.473517718471961,-0.323827012137063,-1.080170476503768,0.375853187037255
60,0.765421415053686,0.493631750727724,-0.031728845643711,-0.009406278921059
61,0.521090197943240,-0.351475309817949,-1.052970063629470,-1.401734714117738
62,0.158610979625245,-0.643404475917878,-0.013636404777120,-0.992607613895533
63,0.588010497010378,-0.022085362475631,1.259895460112076,0.518227756811596
64,-0.799262408340855,-0.098747126926086,-0.832432253832365,-0.554295060853963
65,0.490431739845019,-0.116117021267378,-0.292431422027445,-0.403413939181138
66,-0.977427610850450,-0.211270597924041,0.023108745426027,-0.317846365344346
67,0.394175256988312,0.002844715759218,-0.735530222817238,-0.258389734816934
68,-0.088860236291000,-0.996044104649141,-0.290370858840052,-0.072869328113099
69,-0.973567434582156,-0.096602460364754,0.956722769088084,0.102359972228938
70,0.374446779493204,-0.927248407562487,-0.218741587240858,0.044040191684400
71,-0.516284090316886,-0.856417385441039,-0.379697846484686,0.028095068595611
72,-0.400071737968745,-0.354516588595146,-0.405203978560817,0.269196961956077
73,-0.002347805745634,-0.335625110683671,-0.299609433563384,-0.244762535015719
74,-0.210407146182841,-0.052051117921173,-0.777374560027579,-0.708901589134827
75,0.007747585388251,-0.933111163579654,0.266035281915306,0.136030730756581
76,0.644157660409987,-0.602324546556750,0.565530509138798,-0.678246137406555
77,-0.368077959097619,-0.007589639388999,0.727642714327438,0.060306744524433
78,0.592812163029141,0.036409928088144,-0.479711944007210,-0.619999257656446
79,0.177280416951990,-0.155295906945548,-1.082566437504628,0.567531584795550
80,0.520619039866870,-0.755704258205114,1.119276103887349,0.976441700796079
81,0.360867775514218,0.094764453596310,-0.860032466047751,-0.335152996317303
82,0.445612155460297,-0.895226120544987,0.296865114504571,0.031559047307355
83,-0.133995468655471,-0.420157121837427,-1.108946318123926,0.109971173320203
