rollcall_id,true_midpoint1D,true_midpoint2D,true_spread1D,true_spread2D,dim2_oriented
0,0.07485737203746572,-0.1543560849166991,-0.2740208903103324,0.5650317485433746,True
1,0.045972199948319435,-0.30557065207909007,-0.1092101093922097,0.7259040110788999,True
2,-0.004564593590413173,0.018343200087890265,-0.14379083361323328,0.5778354588482277,False
3,-0.29492639478241794,-0.10555933864882788,0.7096202402887504,0.25398555226623754,False
4,-0.0049150801958168944,-0.08954481358768018,0.03957725980396544,0.7210336780411911,False
5,-0.008587886092644697,0.02097029699797499,-0.2731071715342409,0.6668857082600431,True
6,0.02417987060290161,0.08773522351492881,0.19581581115922334,0.7105060337977962,True
7,0.05472282961483446,0.569171689649931,0.07959110024357541,0.8278263628833348,True
8,-0.1772795230750222,-0.26434687904134024,-0.483350257790638,-0.7207382438450664,False
9,0.12816565627865667,-0.33542587342408664,-0.30813334491916394,0.8064242742679865,True
10,0.00010838856397788145,-0.04737218635101886,-0.0007618788514930856,0.33298593140504973,True
11,-0.041086503376080635,0.09968860177460818,-0.19099432306785552,0.46341147211390155,True
12,-0.05305929660620275,0.15566490668114225,-0.2522746447825798,0.7401211766819353,True
13,-0.04932004484681614,0.19955404096280197,-0.1853945711874432,0.7501257545066576,True
14,-0.004471603493566966,-0.741881164888896,0.001663502501413799,0.2759907436605055,True
15,-0.15823910762841972,0.07142893199438152,0.4882564975364664,-0.2203983622066604,False
16,0.23477904883577505,-0.3773668869417656,0.3463332893438619,-0.5566711164905273,False
17,0.12109227727747468,-0.12988994675897747,0.25166788892048597,-0.26995221683643184,False
18,-0.17502083456954928,0.07782502903310017,-0.4827888113602601,0.21467760311723047,False
19,0.07416317821341074,-0.1467117925574824,-0.15443939110859783,0.30551657111872926,True
20,0.031414951762359956,-0.31931052484309125,-0.07208954611775488,0.7327386965508845,True
21,0.0023387706087890777,0.007741766594661514,0.23349257309769006,0.7729039332528577,True
22,-0.03125718389999869,-0.3672026465867986,0.027575795795227245,0.32395449411375093,False
23,-0.011015032080582488,-0.017522080202237656,0.45515730636837964,0.7240380934414365,False
24,-0.11803395783931495,0.02297747624451165,-0.3674250670953617,0.07152603289228798,False
25,0.00015724141325954016,-0.009908105886012732,-0.003438844811460275,0.21668870694563444,False
26,-0.03475149965670368,-0.22172049002896072,0.053875647091031785,0.3437358097248797,False
27,-0.13030267989683977,-0.6104754134324999,0.0816473513047381,0.38252245144067376,True
28,0.021705565933770304,0.18298936182391554,0.025701723435506155,0.21667907593787855,True
29,0.03428768898774035,0.19414862859940502,0.11604971719507223,0.6571132119994451,True
30,-0.06311916088307602,0.3028205230002529,0.04494809184815791,-0.21564299161923933,False
31,-0.14185884844130986,0.4300993708980526,-0.2594871860438946,0.7867346781667874,True
32,-0.0633723517552073,0.09921119072026997,-0.20981383637577597,0.3284694343810302,False
33,0.1878981020502275,0.41887114325056457,0.1141696680606566,0.25451230674124203,True
34,0.6613889017321649,-0.37762053121312555,0.27170037454003815,-0.15512754976067467,False
35,0.005456230660551533,0.22479405388141696,0.016712542235185743,0.6885486251294302,True
36,0.17754541956579634,0.208788350938472,0.2274364982499138,0.26745883689340894,False
37,-0.011031259050871222,-0.11677631645122669,0.07419026935099879,0.785374210811389,True
38,0.02108025303752596,0.18730581643960623,0.09547754503163425,0.8483531716609025,True
39,-0.21891431578952672,-0.13354145966622202,0.7269214062350985,0.443434433701398,False
40,0.019026557440401163,-0.02536225637279541,-0.51490798561113,0.6863684289906825,True
41,0.2889025883850639,-0.1699296595571506,0.38867192398330824,-0.22861300098106307,False
42,-0.10800473897223914,-0.43279598570531913,0.13242656401368366,0.530658986367277,False
43,-0.02221140497229645,0.03261456703604177,-0.18304565895193983,0.2687788062930107,True
44,-0.18378948564129394,-0.12910737554928864,-0.39229040463153675,-0.2755738959626681,False
45,0.13152433484984477,0.4650929709168528,0.08189981876613867,0.2896120331722795,True
46,0.015896507591561287,-0.07278148092555074,-0.1441007703219243,0.659759221082612,True
47,0.005856285022929429,0.06623912831450568,0.024394462869936934,0.2759203061118955,True
48,-0.014916716998116402,-0.16786384504048182,0.05855046804685988,0.6588920803757863,True
49,0.05188643476958283,0.16668083931622582,0.13431076686856247,0.4314621239688988,True
50,-0.0006433516517711977,-0.006371446656474202,0.04019119275799034,0.3980343254153622,True
51,-0.07913386592307056,0.2946774819084323,-0.16910520636965273,0.6297113860083418,True
52,-0.04147896244387448,-0.23857295609529286,0.07226181722126285,0.41562552030132427,True
53,0.0019728647384279928,0.007327680612038078,0.08780113033703324,0.3261139134142365,True
54,0.5739605385070216,-0.2671277589872948,-0.26756556142732346,0.12452805377905593,False
55,-0.017936478426207002,-0.18737185818908617,0.052817611394299725,0.5517545728262443,True
56,0.38973703407688504,-0.10916841532879516,-0.23456977590818967,0.06570484321712147,False
57,0.13261155569020688,-0.5512203026814322,-0.05635362020859287,0.23424247929902683,False
58,0.05259309718301084,-0.14214818961987646,-0.11051875797474836,0.2987091882130604,True
59,0.013852614182456941,0.02788821501786723,0.3162703662628388,0.6367185183925543,True
60,0.034462726425304444,0.12166399428958612,0.1152601593204093,0.4069037136620332,True
61,0.16591018171626196,-0.265326857408364,-0.3647150082663675,0.5832594840892507,True
62,-0.21774186177914567,-0.229778110070504,0.545346312317082,0.5754917495159372,False
63,-0.02433644688117399,0.054289115328402165,-0.309410023375109,0.6902238656608932,True
64,0.6155243273871144,-0.04901720318363368,0.3927570528069088,-0.03127715900517699,False
65,0.268138039428746,-0.007909406652411004,-0.8074482437093573,0.023817719126604867,False
66,-0.08588085271896768,-0.3265568964093627,0.06388306681230042,0.24291160801119197,True
67,0.027510331153598497,0.033717631835107655,-0.18652851775168866,-0.22861592807388317,False
68,-0.030651685651944028,0.4889987049815485,-0.02384357849061075,0.38038622529378185,False
69,-0.09510815807028551,0.08353915705935536,-0.4426673098141965,0.38882105036964326,False
70,-0.013443303001320083,-0.08196544984889204,0.046332776080992864,0.28249655861016043,True
71,-0.19244052598834405,0.2739481448133116,-0.33503947014285346,0.4769444523885205,False
72,-0.003009544256128652,-0.051386367663636225,0.01757718999997383,0.3001211715006041,True
73,-0.33170677791670755,0.4826437365530537,-0.31161047867071817,0.45340299260477007,True
74,-0.09378178615248345,-0.21604168626670936,0.19441909422569095,0.44787618878009877,True
75,-0.015084533001093116,-0.20233972539572515,-0.021026117409982868,-0.2820384842252597,False
76,0.5502336796805968,-0.08844221318304722,-0.2674623044922307,0.042990749250504515,False
77,0.13770688650537755,-0.3797188751359542,-0.20410939555946142,0.56282000162346,True
78,-0.3934228970962755,-0.5134192306252594,-0.42571812055108443,-0.5555646901331265,False
79,-0.2727878837706788,-0.4305619364659986,0.1920165911336992,0.3030744407314909,False
80,0.07661160631387537,-0.29918210221838315,-0.10693028768933306,0.41758200618640545,True
81,0.06739277873705771,-0.11030989678810611,-0.27265744729514013,0.4462913598945707,False
82,0.018383012827212105,-0.047958759957011585,-0.3140154182024532,0.8192231711920078,True
83,0.05096376329185219,0.4002325208462199,0.1136736068495871,0.8927102569438001,True
84,0.14043764822751245,0.23373883519755934,0.3908750075187889,0.6505568137773796,True
85,-0.27983828495029445,0.2030435607856622,-0.47480701504568307,0.34450792548993414,False
86,-0.025169962537470163,0.31552814855915023,-0.061875188992496985,0.7756612190219169,True
87,0.07063195294715863,-0.3434306825379899,-0.11737578219697452,0.5707111769016858,True
88,0.11350128777301417,0.5703886346323794,0.13402166581717187,0.6735116092206046,True
89,-0.4355839374443981,-0.13340422738955632,-0.8464781485565221,-0.2592468493509119,False
90,-0.04435095049342163,-0.4214537583217902,-0.028194423532186277,-0.26792313646398014,False
91,0.016429278962206924,-0.02812464831657157,-0.3565103295198122,0.6102962681463219,True
92,-0.007401086061683373,0.08555478050619748,-0.07135728150026593,0.8248730666544403,True
93,-0.012104544594048786,-0.004276943088789863,-0.3500045492762594,-0.12366838970613449,False
94,-0.04186800544793331,-0.13696585234422706,0.12743383854716553,0.41688358753595023,False
95,-0.08528118982029251,-0.28273049805842204,0.08917669516743307,0.29564516504779176,True
96,-0.005732752715724037,-0.12916310421181154,0.013138506759166892,0.2960201498081771,False
97,0.3461413978673969,-0.2185491857715081,0.4638988416911866,-0.2928997073351913,False
98,-0.04786581866524193,0.4058417346733552,-0.08431083822472352,0.7148495062037497,True
99,0.6475373628173778,0.1276599254360534,-0.21689791245022216,-0.04276073153548679,False
100,-0.09915736632028785,0.157733276766771,-0.27497887024046763,0.4374190224511783,True
101,0.015046391192119953,-0.031134315360968844,0.11056753071568699,-0.2287887059448962,False
102,0.023117312316366965,0.21320025402157952,-0.048692473316779256,-0.4490681069670214,False
103,0.06999755354220082,0.33573668377953697,0.14979837068283391,0.7184937996198889,False
104,0.1992937667210363,0.1810896198207246,-0.4326485580203403,-0.3931290184181067,False
105,0.10435297904244001,-0.13059513280040042,-0.5133229266420374,0.6424107523278578,False
106,-0.007405328983742829,-0.26054348408748484,0.019041975908553423,0.6699584526246015,True
107,0.07972307450250628,-0.03197265989368295,0.31134000694314495,-0.12486181968530483,False
108,-0.02247130697051402,-0.34468477072440573,0.022899104761351992,0.3512467114092479,True
109,0.0003258806729070062,-0.02988657014986285,-0.005544925220291481,0.50852600460683,True
110,-0.24046853342902524,0.07961950348552628,-0.6679304237669227,0.22115279677079167,False
111,-0.03335024924344097,-0.034603686784443824,-0.3927833808898773,-0.40754577236394474,False
112,-0.26578104887414056,-0.04516778526753613,0.30025445964495234,0.051026320410397064,False
113,-0.1038279544135971,0.26432718241672865,0.11521833193998893,-0.2933250223069432,False
114,-0.06936767748065661,0.13119700975197268,0.34954152312608944,-0.6610975642233489,False
115,0.3422300004851547,0.29825463189364876,-0.2422497703048168,-0.21112151467188006,False
116,0.02817693146712051,-0.3803848178592203,-0.05214782080015734,0.7039886277173188,True
117,-0.053678099430513555,0.10660020097120403,-0.14685016848705534,0.29163211140960293,True
118,-0.26680283830903084,0.7980254089444331,0.25588194808341547,-0.7653602846017924,False
