legislator_id,period,coord1D,coord2D,effective_model
52,1,-0.018474109167446,0.615517418169545,0
142,1,-0.419412049275582,0.477064980028041,0
165,1,0.065139207706413,-0.359789528034304,0
486,1,0.455285949116394,-0.656705176337403,0
645,1,-0.594268881077649,0.282357886343334,0
688,1,-0.058828697835485,-0.514972122733284,0
823,1,-0.178913648794193,0.759992140586949,0
1018,1,0.419355152157290,-0.147358025529510,0
1252,1,0.531856061575641,-0.466164131107616,0
1366,1,-0.104402222259894,-0.835961806593883,0
1482,1,0.026525555824029,-0.499423378336817,0
1510,1,-0.390022403926620,0.367675725389651,0
1569,1,0.473705069453373,0.756862808917519,0
1721,1,0.556290260333740,-0.305503048747519,0
1776,1,0.757485977256284,0.241737114085609,0
2052,1,0.130766456924909,0.884128463294402,0
2087,1,-0.583221838615635,0.496040994500665,0
2267,1,-0.779263564798863,0.316593106770934,0
2609,1,-0.399357799816544,0.517780351741266,0
2636,1,0.350128456667115,-0.510249979633081,0
2822,1,-0.654337770289672,-0.745717507865596,0
2901,1,-0.443939439240479,-0.896056791887015,0
2987,1,-0.564542430924771,-0.590101084362162,0
3255,1,0.046796482623966,0.534468825714110,0
3388,1,0.013075467636089,-0.744731059563682,0
3670,1,0.336802901644111,0.790279379318979,0
3704,1,0.250135501457670,-0.323159009670209,0
3824,1,-0.092213721129863,0.974148209398386,0
3864,1,0.807447099372898,-0.589939981450905,0
4148,1,0.702579254356276,0.056756491875049,0
4154,1,0.625838351004943,-0.390194480485831,0
4227,1,0.018889982531915,-0.868046586075778,0
4382,1,-0.575844730818096,0.395244039727380,0
4418,1,-0.315207307141377,-0.822200426189514,0
4520,1,-0.460355188755616,-0.733804203762946,0
4660,1,-0.704191244508511,0.245403501717873,0
4812,1,0.378938382193782,-0.027919380679037,0
4851,1,0.321226017326357,-0.169422741655133,0
4898,1,0.455451165657880,0.883120013366089,0
5073,1,-0.400713132228091,-0.688515577952978,0
5372,1,0.036070184448589,0.602356054471350,0
5500,1,-0.432989389297833,0.519936637247756,0
5756,1,0.447097327617087,-0.338549167982328,0
5767,1,-0.177478753167049,-0.959838263546404,0
5913,1,0.305053262746618,-0.370751523997764,0
5967,1,0.315768455819266,-0.634321406826136,0
6134,1,0.547313663630712,-0.338896377155488,0
6151,1,-0.532275192593517,-0.531692116987405,0
6249,1,0.415857052013214,-0.408888695332173,0
6256,1,0.585735180201934,-0.211178672624124,0
6442,1,0.590408135706289,-0.476332568044288,0
6597,1,0.073636713746538,-0.198143647398423,0
6611,1,0.221784702475495,-0.425098602317782,0
6738,1,0.962525351759717,-0.271191716724227,0
6745,1,-0.162289347630022,0.716105598182877,0
6754,1,0.493426093503734,-0.305318295998023,0
6796,1,-0.545908722334363,0.276135867377135,0
6831,1,0.363061318420793,-0.076893766745819,0
7229,1,0.319940706912427,0.176695707690446,0
7637,1,-0.070977915217029,0.715495153236399,0
7638,1,0.739669594540172,0.176607094388040,0
7722,1,0.246226237811930,-0.336336307998141,0
7847,1,0.468212754410824,0.000143036975461,0
8138,1,-0.785578166793169,-0.618762429255271,0
8301,1,0.068326574930693,0.795193671441116,0
8593,1,-0.246032542672591,-0.740749680683341,0
8666,1,-0.154689876381361,0.332027553884442,0
8764,1,-0.198641351277672,-0.768434296576245,0
8883,1,-0.652794012999267,-0.730817389163004,0
9141,1,0.174768356727087,-0.083592352261113,0
9174,1,-0.579141869151063,-0.689125301752901,0
9369,1,-0.982565441089349,0.161077764362261,0
10147,1,0.606701074120805,0.004273108845917,0
10163,1,-0.885845419494429,0.463980487478449,0
10414,1,0.487186701097435,-0.519070508454292,0
10450,1,-0.467787277560716,-0.012896601198232,0
10454,1,0.877630467582331,-0.212435339143699,0
10514,1,-0.432076697997023,0.632745922135873,0
10800,1,0.445847883816861,-0.306618361725659,0
10802,1,-0.680853882676245,-0.320070172253800,0
10804,1,-0.691985994633465,0.251907906116569,0
10805,1,0.353384549406092,-0.155064274870464,0
10807,1,-0.547316799148335,0.492249296020748,0
10808,1,0.618667630636462,0.209881269221510,0
10809,1,0.693823631469736,0.192645850243736,0
10810,1,0.366479447552729,-0.318324936188525,0
10812,1,-0.521544471194276,0.541010527637513,0
10813,1,0.595443693334829,0.083257643069797,0
10814,1,-0.638038212703465,0.543243936015335,0
10816,1,0.788737618973102,-0.139408378890139,0
10817,1,-0.205596691908698,0.575840654181556,0
10818,1,0.493850561101279,0.135215396983749,0
10823,1,-0.728747408437676,0.247534785639327,0
10824,1,0.487007082271760,0.051003578886308,0
11200,1,-0.348279762208131,0.646011947565354,0
11201,1,0.325501565074730,0.945541501539674,0
11202,1,-0.730431022995000,0.493617876990261,0
11203,1,0.208028119685715,0.978122845771443,0
11204,1,-0.544664681214428,-0.587574516539458,0
11205,1,0.055184354710185,0.909305385373284,0
11206,1,-0.186956809634071,-0.252054656129713,0
99903,1,0.345576428293625,0.274448091349094,0
